text,created_at
@WhatsupFranks @brandonbernicky @WholeMarsBlog Much,2020-09-12T15:26:36.000Z
@flcnhvy @WholeMarsBlog Yes,2020-09-12T15:22:04.000Z
@brandonbernicky @WholeMarsBlog Releasing private beta in 2 to 4 weeks  public beta (early access owners who opt in) 4 to 6 weeks after that  then all US Tesla owners mid December. Above schedule is contingent upon not encountering major unexpected setbacks.,2020-09-12T15:20:45.000Z
@WholeMarsBlog And this still isn’t using the dramatically better “4D” (aka simultaneous surround video from 8 cameras) architecture,2020-09-12T15:12:00.000Z
@C_Bass3d @NASASpaceflight @MarcusHouseGame Cool,2020-09-12T14:44:20.000Z
@richardreinariv He has no clue,2020-09-12T14:41:44.000Z
@Astra Sorry to hear that. I’m sure you’ll figure it out though. Took us four launches to reach orbit. Rockets are hard.,2020-09-12T03:46:10.000Z
Many exciting things will be unveiled on Battery Day 9/22 ⚡️,2020-09-11T15:45:06.000Z
@Ostimusic We will make super efficient home hvac with hepa filters one day,2020-09-11T15:27:54.000Z
@jhall @RBReich If Reich actually cares about global warming  why is he making so much hot air!?,2020-09-11T15:26:37.000Z
@flcnhvy 🇩🇪 Natürlich 🇩🇪,2020-09-10T23:12:44.000Z
Bitte arbeiten Sie bei Tesla Giga Berlin! Es wird super Spaß machen!! https://t.co/FcNoPr2oII,2020-09-10T21:49:27.000Z
@MonicaLewinsky Try a Tesla &amp; you’re welcome to give it back if you decide you prefer a Subaru,2020-09-10T21:02:15.000Z
@slashdot Vera Rubin Observatory is cool,2020-09-10T07:35:15.000Z
@PPathole @eugenelee3 @UniverCurious 1+1=2,2020-09-10T06:22:52.000Z
@CharlieMunger00 @UniverCurious Munger is right,2020-09-10T06:16:40.000Z
@eugenelee3 @UniverCurious https://t.co/f8rWY4ExeE,2020-09-10T06:11:19.000Z
@UniverCurious Black-Scholes formula is kinda bs. Big difference between a finance approximation &amp; fundamental physics / pure math.,2020-09-10T06:05:08.000Z
@wintonARK True,2020-09-10T05:43:58.000Z
@DisruptResearch Tesla is best understood as a collection of about a dozen startups  mostly in series  increasingly in parallel. Every product line &amp; new production system was invented. Instead of playing chess with the same pieces as everyone else  create new pieces.,2020-09-10T03:26:59.000Z
@DisruptResearch Tesla R&amp;D productivity is exceptionally good due to the caliber of engineering talent,2020-09-10T03:12:44.000Z
Tesla Model S &amp; X have hospital-grade (HEPA) air filters. 3 &amp; Y are really good too. This has a big effect on health. https://t.co/48s5D3IfWs,2020-09-09T21:09:06.000Z
@Klee_FilmReview !,2020-09-09T20:31:54.000Z
RT @Teslarati: Tesla Energy ramps hiring at Giga New York for accelerated solar productionhttps://t.co/Iha2DREwu0,2020-09-09T19:46:50.000Z
@Techgnostik @RBReich Touché,2020-09-09T17:25:55.000Z
@RBReich All Tesla workers also get stock  so their compensation increased proportionately. You are a modern day moron.,2020-09-09T17:15:12.000Z
RT @SpaceX: Onboard camera view of Falcon 9’s SAOCOM 1B launch and first stage land landing https://t.co/2IEZYiyYG5,2020-09-09T16:50:22.000Z
@MstrOfUniverse @PPathole @EvaFoxU Yup,2020-09-09T03:04:18.000Z
@EvaFoxU 13,2020-09-09T01:39:33.000Z
@Teslarati Rawlinson didn’t design Model S. Prototype was done before he joined &amp; he left us in the lurch just as things got tough  which was not cool. He did make some contributions to body/chassis engineering  but not to powertrain  battery  electronics or software.,2020-09-09T00:47:59.000Z
@Erdayastronaut @PPathole @SpaceX We’re pretty close to the manufacturing size limit for a milled copper &amp; steel jacket nozzle. Lot of complexity to add a nozzle extension to a sea level engine for small gain. Also hard to fit bigger engine nozzles on the booster.,2020-09-09T00:40:54.000Z
A la guerre comme à la guerre,2020-09-08T16:53:54.000Z
@harsimranbansal Haha,2020-09-07T22:59:17.000Z
@BnOrdhaug And starts tweeting,2020-09-07T22:56:22.000Z
If you bombard Earth with enough photons  eventually it emits a Tesla (AK),2020-09-07T22:46:50.000Z
@ID_AA_Carmack There is already bidirectional communication between human &amp; AI via phones &amp; computers. It’s just lossy &amp; very slow (especially output),2020-09-07T10:54:53.000Z
@Erdayastronaut @PPathole @SpaceX Above 50% likely to make it,2020-09-05T04:10:44.000Z
@PPathole @SpaceX This is a test engine. Flight articles are fixed with no gimbal.,2020-09-05T02:44:23.000Z
@SpaceX Worth noting that thrust is only slightly higher with the big bell nozzle version. Larger bell is primarily for efficiency in vacuum. Aiming for 380+ sec Isp for RVac long-term. Initially likely to be ~372.,2020-09-05T02:20:24.000Z
RT @SpaceX: The first Raptor Vacuum engine (RVac) for Starship has shipped from SpaceX’s rocket factory in Hawthorne  California to our dev…,2020-09-05T00:27:29.000Z
@Tesmanian_com Yes,2020-09-04T18:21:48.000Z
@skorusARK Chart understates lithium-ion potential by roughly 1/3,2020-09-04T18:21:00.000Z
Model 3 rated as most reliable car https://t.co/26DAGJLTDY,2020-09-04T05:41:19.000Z
Turns out you can make anything fly haha https://t.co/FJdHqRdVDb,2020-09-04T05:02:34.000Z
@PPathole @CureVacRNA Exactly. This is not fully appreciated.,2020-09-04T04:55:29.000Z
@austinbarnard45 Starship SN6 flew asimilar hop to SN5  but it was a much smoother &amp; faster operation,2020-09-03T23:40:01.000Z
🇩🇪🖤Giga Berlin Mannschaft🖤🇩🇪Vielen Dank für Ihre hervorragende Arbeit an Giga Berlin!! https://t.co/KVo5mBfnXt,2020-09-03T22:25:56.000Z
Great trip to Germany. Support from government &amp; people is super appreciated!,2020-09-03T22:04:40.000Z
@sara_boutall @Tesla 🤣🤣,2020-09-03T21:54:47.000Z
RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/DdBxIOdOg1,2020-09-03T14:43:46.000Z
RT @SpaceX: Liftoff! https://t.co/sTZnAn3VTX,2020-09-03T14:43:34.000Z
@StefanTPeterson @Tesla Trust ur butt haha,2020-09-02T23:46:27.000Z
@slashdot An AI with 🍓 picking as its goal will result in Strawberry Fields Forever,2020-09-02T23:43:38.000Z
@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Over time  outer 20 will have ~300 tons of thrust &amp; inner 8 ~210  so roughly 7500 tons total at sea level or 1.5 T/W for booster+ship,2020-09-01T07:42:53.000Z
@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Yeah,2020-09-01T07:36:30.000Z
@Alert_Alarms Just go through resonant modes fast. It’s when you hang out there that problems arise.,2020-09-01T07:35:12.000Z
@tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude The outer ring of booster engines (20 of 28) have no TVC actuators. Steering control comes from center 8 TVC &amp; differential throttle of outer engines. By any measure  the high thrust variant of Raptor will probably have the high T/W of any engine ever.,2020-09-01T07:32:36.000Z
@Erdayastronaut @flcnhvy @GerberKawasaki Videodrome,2020-09-01T01:41:46.000Z
@teslaownersSV @justpaulinelol https://t.co/0CKVHrmtf1,2020-09-01T01:37:40.000Z
@teslaownersSV @justpaulinelol https://t.co/QoBVXGQ8Fz,2020-09-01T01:36:45.000Z
@teslaownersSV @justpaulinelol Sorry  sir I think I have momentinertiaphobia,2020-09-01T01:35:50.000Z
RT @SpaceX: Falcon 9 first stage lands at Landing Zone 1 to complete this booster’s fourth flight https://t.co/tUtAcKmIFn,2020-08-31T23:26:25.000Z
@frydave @youyanggu @DFisman Yeah,2020-08-31T22:56:01.000Z
@PPathole @Nigel_Lockyer @Penn @Fermilab LHC tbh,2020-08-31T19:01:17.000Z
https://t.co/oVaoHsg1of,2020-08-31T18:37:39.000Z
@Nigel_Lockyer @Penn @Fermilab If you ever want to build a long accelerator tunnel  straight or circular  I know some people …,2020-08-31T17:50:51.000Z
RT @SpaceX: After launching SAOCOM 1B and two rideshare payloads to orbit  Falcon 9’s first stage returns to Earth and lands at Landing Zon…,2020-08-31T03:28:09.000Z
RT @SpaceX: Deployment of SAOCOM 1B confirmed https://t.co/gqtxQMpy48,2020-08-31T02:21:52.000Z
RT @SpaceX: Falcon 9’s first stage has landed at Landing Zone 1 https://t.co/0y5FkVqPk8,2020-08-31T02:21:44.000Z
RT @SpaceX: Liftoff! https://t.co/AIwrMzB3D1,2020-08-31T02:21:39.000Z
@VitalVegas Cool,2020-08-31T01:13:59.000Z
RT @neuralink: Snout Boops https://t.co/ZJogq2ulvf,2020-08-31T00:46:55.000Z
@Nigel_Lockyer @Penn @Fermilab Physics is the law  everything else is a recommendation,2020-08-30T21:52:52.000Z
@SamTalksTesla @Teslarati If some company has solved a useful thing that we can just buy  that would be great! It’s so much work to create our own tech. We develop new tech  because we have to  not because we want to.,2020-08-30T18:21:39.000Z
@Teslarati Tesla Germany designed &amp; built the vaccine RNA printers for CureVac  but  subject to some CureVac IP  they could be made for other companies too,2020-08-30T17:54:20.000Z
@engineers_feed Technically  James Watt measured a pony  added 50% &amp; rounded up haha https://t.co/vnkO0MTrUC,2020-08-30T16:37:45.000Z
@flcnhvy @GerberKawasaki Also  Critical Thinking,2020-08-30T16:31:13.000Z
@flcnhvy @GerberKawasaki Alexander and the Rise of Hellenism and Film Studies,2020-08-30T16:27:06.000Z
@GerberKawasaki Wow  I super loved astronomy (but took it at Queens  not Penn)! Definitely one of my favorite classes. Senior year quantum mechanics at Penn was the hardest class I ever took. That stuff will mess with your mind.,2020-08-30T16:20:32.000Z
@teslaownersSV @justpaulinelol Yeah  he sent it to me through a mutual physics prof friend at Caltech/CERN. Very basic stuff. https://t.co/CI2DZEGjcB,2020-08-30T16:16:00.000Z
@justpaulinelol It’s too embarrassing,2020-08-30T16:05:28.000Z
Just learned that my physics prof from Penn is head of Fermilab &amp; still has some of my old homework ☺️,2020-08-30T16:00:31.000Z
@ruskin147 It is unfortunately common for many in academia to overweight the value of ideas &amp; underweight bringing them to fruition. For example  the idea of going to the moon is trivial  but going to the moon is hard.,2020-08-30T15:51:16.000Z
@l_vaux @kulpability @tlowdon @EthicalSkeptic People are extremely unlikely to die of Covid/sars-cov2 alone. If you have multiple pre-existing health conditions &amp; a weak immune system  then you have significant mortality risk from many diseases (not just Covid/sars-cov2) that would otherwise have minor effect.,2020-08-30T15:34:08.000Z
@PPathole @kulpability @tlowdon @EthicalSkeptic That &amp; Giga Berlin are why I’m headed to Germany this week. Conversations with Harvard epidemiology confirmed that a high-speed RNA printer has potential be helpful for vaccines &amp; cures in many areas.,2020-08-30T15:23:52.000Z
@tlowdon @EthicalSkeptic Antibody half-life for cov2 is very short. In a study that SpaceX did working with Harvard epidemiology  it appears to be as low as 2 or 3 weeks. Nonetheless  reinfection rates are very low &amp; symptoms are minor  perhaps due to memory T cells https://t.co/z9WlvIjoTw,2020-08-30T15:10:11.000Z
@PPathole @tlowdon @EthicalSkeptic Yeah,2020-08-30T15:01:31.000Z
@kulpability @tlowdon @EthicalSkeptic One person at Tesla (out of 60 000) was hospitalized in serious condition (he caught cov2 at home  not work)  no deaths. I called his wife &amp; Hayward hospital to make sure he was getting the right treatment  but which he was.,2020-08-30T14:41:30.000Z
@tlowdon @EthicalSkeptic Some of the tests we initially tried at Tesla were ~50% false positive  including some from major medical device companies. Too many testing methods were approved too quickly. Wouldn’t blame the FDA  though. Public was demanding fast test approval.,2020-08-30T14:28:18.000Z
@WholeMarsBlog @MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Not yet,2020-08-30T06:28:30.000Z
@MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Yes. This is the hardest part of the booster design.,2020-08-30T06:16:15.000Z
@ICannot_Enough People read too much into this level of detail. It’s not useful for predicting the future  nor can we ourselves accurately predict what issues we will encounter on a short-term  fine-grained level.,2020-08-30T04:17:57.000Z
@ICannot_Enough Critical feedback is always appreciated btw,2020-08-30T02:43:50.000Z
@biogirl09 @JaneidyEve @Tesmanian_com @SpaceX We can’t have a blanket pass  but maybe for some events,2020-08-29T22:41:47.000Z
@Neopork85 @SpaceX @MarcusHouseGame @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Booster design has shifted to four legs with a wider stance (to avoid engine plume impingement in vacuum)  rather than six,2020-08-29T22:41:05.000Z
@flcnhvy @PPathole @ID_AA_Carmack Later versions of a larger device would have that potential,2020-08-29T14:06:34.000Z
@EvaFoxU @waitbutwhy Yup,2020-08-29T09:52:49.000Z
@PPathole @ID_AA_Carmack Actually C  although the syntax could be improved esthetically,2020-08-29T09:34:17.000Z
@ID_AA_Carmack I like C  because it avoids class warfare,2020-08-29T09:03:58.000Z
@PPathole @IEEESpectrum @neuralink A nightcap would probably work best,2020-08-29T08:10:38.000Z
@IEEESpectrum @neuralink Pretty much,2020-08-29T07:05:40.000Z
@Tesmanian_com Good summary,2020-08-29T02:13:23.000Z
Conceptual telepathy,2020-08-29T01:02:05.000Z
RT @waitbutwhy: If you ever fantasize about having been an 1880s engineer working in Edison’s lab  apply to work at @neuralink.,2020-08-29T01:00:46.000Z
Ahem … starting soon https://t.co/eCGHH5stOn,2020-08-28T22:32:20.000Z
“All of physics is either impossible or trivial. It is impossible until you understand it  and then it becomes trivial.” E Rutherford,2020-08-28T19:37:40.000Z
@flcnhvy Giant gap between experimental medical device for use only in patients with extreme medical problems &amp; widespread consumer use. This is way harder than making a small number of prototypes.,2020-08-28T19:09:31.000Z
@tobyliiiiiiiiii @Erdayastronaut @flcnhvy @DJSnM Testing with shorter RVac skirt went well. Full length skirt test coming soon.,2020-08-28T19:06:30.000Z
Neuralink product demo in 3 hours. Webcast at https://t.co/Y9wREd78oj.,2020-08-28T19:05:17.000Z
@Erdayastronaut @flcnhvy @DJSnM Raptor reached 230 mT-F (over half a million pounds of thrust) at peak pressure with some damage  so this version of the engine can probably sustain ~210 tons. Should have a 250+ ton engine in about 6 to 9 months. Target for booster is 7500 tons (16.5 million pounds) of thrust.,2020-08-28T19:02:39.000Z
@nextspaceflight Good chance something will slip  but  yeah  Sunday is intense,2020-08-28T17:26:14.000Z
@Erdayastronaut @flcnhvy @DJSnM Only need 2 engines,2020-08-28T15:49:23.000Z
@AstroJordy @flcnhvy @DJSnM Boring Co tunnel in Vegas is only a few months from being operational,2020-08-28T07:02:21.000Z
@flcnhvy @DJSnM Neuralink this month &amp; Tesla next month  SpaceX probably October. We will have made a lot of progress by then. Might have a prototype booster hop done by then.,2020-08-28T06:56:58.000Z
@zeitmas @DJSnM Soon,2020-08-28T06:54:05.000Z
@DJSnM They’re quite accurate!,2020-08-28T06:46:04.000Z
@EvaFoxU That number sure comes up a lot 🤣🤣,2020-08-28T05:54:12.000Z
@ajtourville @peterdog15 I’m fine with reasonable drone footage. Just needs to be at a fair distance &amp; not coming right up to people. I think our security was a little overzealous in this case.,2020-08-28T04:34:11.000Z
@GerberKawasaki @Tesla Thanks to a smart and hardworking team at Tesla. These sure are wild times …,2020-08-28T02:44:17.000Z
@Teslarati Much appreciated. This was a serious attack.,2020-08-27T22:03:29.000Z
@thejackbeyer @NASASpaceflight Brave Starhopper carried the day,2020-08-27T17:16:39.000Z
